description|labelGeneric
Écoutant et allant à la fenêtre.|action
Elle remet son chapeau.|object
À part.|aparte
Haut.|delivery
Il s'assied.|action
Il lit l'adresse.|action
Il relit.|action
Avec éclat.|delivery
Avec gaité.|delivery
Il éctate de rire.|delivery
Agitant la lettre avec joie.|action
Avec extase.|delivery
Écoutant.|action
Elle se lève.|action
Portant le main à son coeur.|interaction
Haut.|delivery
Il s'agenouille devant elle.|action
On entend le canon au loin.|action
AIR : Lise, entends-tu l'orage ?|music
ARIETTE.|music
AIR : Je suis Lindor.|music
ARIETTE.|music
AIR : De mes moutons le nombre augmente.|music
ARIETTE.|music
AIR : Faut attendre avec patience.|music
Elle aperçoit des papillons voltiger et se met à courir après.|action
Elle sort.|exit
ARIETTE.|music
AIR : Dans mon coeur agité.|music
Elle sort en regardant Zelmis, avec intérêt, et en poussant un soupir.)|exit
ARIETTE.|music
AIR : Par pitié daignez vous rendre.|music
Elle le laisse envoler.|object
Elle semble se mirer dans un ruisseau en arrangeant les fleurs dans ses cheveux.|action
ARIETTE.|music
AIR : Ah ! Quel tourment d'être sensible.|music
À part.|toward
Haut.|delivery
À part.|aparte
Elle s'éloigne un peu.|movement
À part.|aparte
ARIETTE.|music
AIR : Lisette éclipse à son aurore.|music
ARIETTE.|music
AIR : Ah ! Combien l'Amour a de charmes ?|music
En portant la main sur le coeur de Mirville.|interaction
Haut.|delivery
Il faut que l'Acteur s'approche avec passion de Zelmis ; prêt à la baiser sur la bouche, il se retient ; et après avoir résisté, il ajoute :|movement
DUO du silvain.|music
Zelmis lui baise la main une seconde fois.|interaction
Elle détache une guirlande de fleurs dont elle l'entoure.|object
COUPLETS.|music
AIR : Un Berger de notre Village.|music
À Mirville.|toward
Elle met la main de Zelmis dans celle de Mirville.|interaction
Sur celui de Rose et Colas.|music
Clorimant et Géraste s'en vont.|exit
Il entre.|entrance
Il s'en va.|exit
Il s'en va.|exit
Elle s'en va.|exit
Elle s'en va.|exit
Bas.|delivery
LETTRE|music
Il fait lever la toile.|setting
Clorimant sort.|exit
Polemas et Octave s'en vont.|exit
Durant ce temps Clitandre et Élise sont assis sans parler.|action
Elle entre au même lieu où Clorimant et Géraste sont cachés.|exit
Ils s'en vont.|exit
Elle s'en va.|exit
À Diane|toward
Ils s'en vont.|exit
Clorimant et Géraste sortent.|exit
Bas.|delivery
Bas.|delivery
Il s'en va|exit
Elle sort.|exit
Pauline à la rue avec une chandelle, et Élise à la fenêtre.|setting
La compagnie entre.|entrance
Il entre.|entrance
[Haut.]|delivery
Il s'en va.|exit
Bas.|delivery
Fabrice sort.|exit
Elle sort.|exit
Florimonde entre.|entrance
Fabrice s'en va.|exit
Orasie entre.|entrance
Il s'en va.|exit
Elle sort.|exit
Il s'approche.|movement
On entend frapper de grands coups à la porte de devant.|action
Lidamant s'en va.|exit
Tomire, et Lisis l'épée à la main.|aggression
Un valet derrière le théâtre.|setting
Les violons jouent.|music
Il frappe à la porte.|action
Il heurte.|action
Il heurte à la porte.|action
Ici Filemon rentre chez Léandre.|exit
Lettre de Florinde à Filemon.|music
Lettre de Filemon à Florinde.|music
Lettre d'Alcipe à Filemon.|music
Il laisse tomber un billet.|object
Billet d'Alcipe à Léandre.|music
Après avoir lu.|action
Léandre ouvre.|action
Étant entré.|entrance
Il lit.|action
Lettre de Filemon à Florinde.|music
Après que Filemon a lu.|action
Il lui donne la lettre qu'il a trouvée dans le cabinet d'Astrée.|object
Hyppolite retient Sylvain.|interaction
Elle se lève.|action
Elle s'assied.|action
Pendant qu'Eudoxe cherche à découvrir ce que ce char leur amène.|action
Haut.|delivery
Il s'interrompt.|delivery
À Tibère.|toward
Il s'avance.|movement
Sans se douter qu'il est devant ses yeux.|action
Bélisaire et Eudoxe se relèvent.|action
Le père, la mère et la fille s'embrassent.|interaction
Ils s'embrassent.|interaction
À part.|aparte
Haut.|delivery
Elle s'appuie sur Eudoxe.|interaction
Qui a entendu les trois derniers vers de Tibère.|action
À Eudoxe.|toward
Ils s'éloignent.|movement
À Tibère.|toward
En montrant les Bulgares.|action
Il se rapproche d'Eudoxe.|movement
Au Soldat.|toward
Eudoxe paraît, comme pour voir ce qui se passe, et rentre d'abord.|entrance
Il se met à genoux.|action
À l'Empereur.|toward
Joignant les mains d'Eudoxe et de Tibère dans la sienne.|interaction
Le théâtre représente une salle du Palais des Capellets, qui communique d'un côté aux Jardins.|setting
À part.|aparte
Haut.|delivery
Au Domestique.|toward
Ils sortent du côté du Jardin.|exit
À part.|aparte
Haut.|delivery
À part.|aparte
Il sort.|exit
Il sort.|exit
À part.|aparte
Elle s'approche d'un fauteuil, placé de manière qu'on ne la voit pas toute entière ; lorsqu'elle s'est assise.|movement
À un Domestique qui vient à ses cris.|toward
À part.|aparte
Il lui prend la main.|interaction
À ses gens.|toward
À un Domestique.|toward
À Benvoglio.|toward
Il s'approche d'un tombeau.|movement
Il revient devant une autre tombe.|movement
Il se rapproche de Julie.|movement
En le montrant de la main.|action
Il prend la main de Julie.|interaction
Il se frappe et jette son poignard a terre.|aggression
Elle sort de la tombe sans voir Roméo, et s'avance sur le devant de la scène.|exit
Elle se frappe.|aggression
À ses Gardes.|toward
À Astérie.|toward
Elle se jette à ses pieds.|action
À Andronic.|toward
À Astérie.|toward
Il se frappe.|aggression
Entrent POQUELIN et LA COUTURE.|entrance
À Drouillac.|toward
S'asseyant à la table.|action
Mangeant.|action
Buvant.|action
Avec colère.|delivery
Il boit.|action
La bouche pleine.|action
À part.|aparte
À Molière.|toward
Moment de silence.|delivery
On n'entend pas le reste de la phrase.|action
On entraîne le pédant. - Madeleine et Geneviève le tiennent chacune sous un bras. - Duparc précède ; les deux Béjart suivent.|movement
À part.|aparte
Haut.|delivery
Apercevant Cressé.|action
À Molière.|toward
On entend l'orchestre qui accompagne en sourdine la fin du prologue.|music
Lui prenant la main.|interaction
Il se jette au cou de son père qui se laisse embrasser avec un peu de mauvaise grâce, mais lui rend son baiser. Molière se dirige ensuite vers Cressé et La Couture qui l'attendent au fond du théâtre.|narration
La scène représente un salon, plusieurs tableaux sont suspendus çà et là. Un portrait de femme, placé sur un chevalet, est plus en vue que les autres. Théodore est assis devant une table, sur laquelle il y a du papier, une écritoire, de la musique, etc. Dubois arrange l'appartement.|setting
Air noté.|music
Air: Ce fut par la faute du sort.|music
Le lui donnant.|object
Air : Avec les jeux dans le village.|music
Air: Des Visitandines.|music
Air : Par devant derrière.|music
Dubois sort.|exit
Air : Coeurs sensibles, coeurs fidèles.|music
Il regarde.|action
Air : Ce mouchoir, belle Rémonde.|music
Même air.|music
Regardant sa fille.|action
Il sort avec sa fille.|exit
Il sort.|exit
Air : De Claudine.|music
Air : Vaudeville de la soirée orageuse.|music
Air : Je connais un berger discret.|music
Même air.|music
Air : Mon père était pot.|music
Air : Ton attente sera remplie.|music
Air : Si l'on voulait rompre la chaîne.|music
Fausse sortie.|movement
Air : J'étais gisant à cette place.|music
Il salue et sort.|exit
Air : Vaudeville de l'Officier de fortune.|music
Il sort.|exit
Haut.|delivery
Air : Jeunes Amants.|music
Air : Il faut des époux assortis.|music
Air : Deux enfants s'aimaient d'amour tendre.|music
Haut.|delivery
Air : On me cherche, on m'aime, on m'adore.|music
Air : Vaudeville de décence.|music
Ici l'actrice chante un morceau à son choix.|delivery
Air : Vaudeville d'Abuzar.|music
Elle sort, Théodore la reconduit.|exit
Air : De la parole.|music
Air : Du Vaudeville d'Arlequin tout seul.|music
Air : Le sommeil fuyait de mes yeux.|music
Air : Il faut quitter ce que j'adore.|music
À part.|aparte
Haut.|delivery
Se fouillant.|action
À Vincent.|toward
Air : Vaudeville de la soirée orageuse.|music
Il sort.|exit
Air : De la pipe de tabac.|music
À Rosette.|toward
Le théâtre représente une maison rustique. D'un côté une pile de sabots, de l'autre les outils d'un sabotier et plusieurs pièces de bois brut ; sur une table un berceau doucement agité par le vieillard assis auprès ; la femme au milieu tournant du fil au rouet ; le mari, assis à un côté du théâtre, lit une brochure avec intérêt. On remarque dans le fond une armoire.|setting
TRIO DE RAOUL DE CRÉQUI|music
Air : Un jour Lisette allait aux champs, etc.|music
Air : On compterait les diamants.|music
Même air.|music
Air : Vous avec grand tort.|music
Air : Aussitôt que la lumière.|music
Air : Ah ! Monseigneur.|music
Même air.|music
On se jette sur eux et on les sépare.|aggression
Quelques brigands s'avancent vers la femme penchée sur son berceau.|movement
À part.|aparte
Haut.|delivery
Bas.|delivery
Aux Chouans.|toward
Air : Comment goûter quelque repos.|music
Air : Mourir pour la patrie.|music
Air : Si de grand matin.|music
Air : Eh ! Mais oui dà.|music
Du bruit.|narration
À Floch.|toward
Les brigands cherchent.|action
Air : Aye, aye, aye, Jeannette.|music
Élevant la voix.|delivery
Ils sortent.|exit
Ils ont entendu l'aparte du chef.|action
DUO.|music
Air : Pauvre Jacques.|music
Mineur.|music
Mineur.|music
D'une voix étouffée.|delivery
Il en cherche et en trouve une.|action
Air : J'ai tout moissonné, je crois.|music
À quatre soldats.|toward
À son mari.|toward
Air : On sacrifie à la patrie, etc.|music
À sa fille.|toward
Pendant qu'il parle, Arlequin s'éloigne insensiblement.|movement
Ils rient tous trois.|delivery
Revenant sur ses pas.|movement
Il pleure.|delivery
Haut.|delivery
Haut.|delivery
Il s'habille avec précipitation.|object
Il veut sortir.|movement
Arlequin se sauve.|exit
À part.|aparte
Haut.|delivery
Apercevant Arlequin.|action
À sa suite.|toward
Arlequin sort.|exit
Arlequin rentre avec des esclaves.|entrance
Montrant Almanzor.|action
Ils tombent tous aux genoux du Cadi.|action
Le décor représentait l'intérieur du temple de la Gloire, décoré des statues des Grands Hommes. On lisait sur les piédestaux les noms de TITUS, de TRAJAN, de MARC-AURÈLE, etc. On voyait dans le fond celle se SÉSOSTRIS, de BÉLUS, d'ALXEANDRE, qui désignaient les conquérants.|setting
Les statues des conquérants s'abîment ; on voit à leur place celles de LOUIS XV et de STANISLAS.|setting
Frontin paraît.|entrance
Au poète.|toward
Haut.|delivery
À Ariste.|toward
À Orphise.|toward
Il sort en chantant.|exit
Montrant Lucinde.|action
Il lui tâte le pouls.|interaction
À Lucinde.|toward
Il approche sa main, en minaudant, sous l'estomac de Lucinde.|movement
Il regarde sa montre.|action
Il veut sortir.|movement
Il tombe à ses genoux.|action
À la Vidame.|toward
À la Marquise.|toward
À sa suite.|toward
Haut.|delivery
Après un instant de silence.|delivery
Elle sort.|exit
À sa suite.|toward
À Paramis.|toward
À Timur.|toward
À Arbacès.|toward
À sa suite.|toward
Ils sortent.|exit
À part.|aparte
Il veut sortir.|movement
Après un silence farouche.|delivery
Il tire un poignard.|action
Après un autre silence.|delivery
À part, et avec l'expression de la douleur et du découragement.|aparte
Après un moment de silence.|delivery
On entend nu bruit de guerre.|narration
À part.|aparte
À Paramis.|toward
Au Peuple.|toward
À Rosalie.|toward
À Rosalie.|toward
À Marton.|toward
Monsieur Carondas, fouillant dans la poche de Valère.|action
À Monsieur Carondas.|toward
Avec humeur.|delivery
Avec impatience.|delivery
Avec impatience.|delivery
Elle sort.|exit
À Valère.|toward
À Théophraste.|toward
Il lit les titres.|action
Montrant Monsieur Carondas.|action
À Valère.|toward
Ils sortent.|exit
Avec enthousiasme.|delivery
Il sort.|exit
À part.|aparte
Avec enthousiasme.|delivery
À Orgon.|toward
À Géronte.|toward
À Orgon.|toward
À Géronte.|toward
À Orgon.|toward
À Géronte.|toward
À part.|aparte
Haut.|delivery
À part.|aparte
Haut.|delivery
Haut.|delivery
À part.|aparte
Haut.|delivery
À Damis.|toward
Pendant cette scène, ils quittent tous deux leurs déguisements.|object
Ouvrant son Livre.|action
À part.|aparte
Haut.|delivery
À Damis.|toward
Vivement entre les trois tuteurs.|delivery
Ils se disputent mutuellement Damis.|aggression
Montrant Julie.|action
Ils sortent en colère.|exit
AIR. De Nina.|music
AIR. Ta, la, le rita la, le rire.|music
AIR. Vous voulez, me faire chanter.|music
AIR. Des Echos de Panart.|music
AIR. Chacun a son ton, son allure.|music
AIR. De tous les Capucins du monde.|music
AIR. Que chacun de nous se livre.|music
AIR. Des Sabotiers Italiens.|music
AIR. Où courez-vous, Monsieur l'Abbé.|music
AIR. La façon de Barbari.|music
Montrant son amant.|action
AIR. Quoi, vous partez.|music
À Momus.|toward
AIR. La mort pour les malheureux.|music
À Totinet et Tricolor.|toward
Parlant de Totinet et Tricolor.|toward
À Raton et Rozette.|toward
À Totinet.|toward
À Raton parlant de Totinet.|toward
AIR. Bouchez Noyades vos fontaines.|music
AIR. Tu croyais en aimant Collette.|music
AIR. Voilà la ressemblance.|music
À Totinet.|toward
À Raton.|toward
AIR. Du Prévôt des Marchands.|music
Montrant les loges.|action
AIR. Vogue la galère.|music
Le théâtre représente un salon très orné.|setting
Il sort.|exit
Il sort.|exit
À Sophie.|toward
À part.|aparte
Haut.|delivery
À Lisette.|toward
Elles sortent.|exit
Il lit.|action
Il s'interrompt.|delivery
À Luville.|toward
Il sonne.|action
Il sort avec André.|exit
Il appelle.|delivery
En se sauvant.|movement
Il l'embrasse.|interaction
À Delval.|toward
Il sort en riant.|exit
Un moment de silence.|delivery
Haut.|delivery
Luville voyant Delval foncer sur lui, rompt précipitamment, dans la crainte de le blesser, Delval saute au désarmement, et lui ôte son épée.|aggression
Haut.|delivery
Il appelle André.|delivery
La Comtesse et Luville éclatent de rire.|delivery
Il sort avec André.|exit
Elle entre dans son cabinet.|exit
Elle sort.|exit
Il appelle Lisette.|delivery
Au Notaire.|toward
Elles s'embrassent.|interaction
Le théâtre représente un salon dont les portes sont ouvertes et laissent voir, dans le fond, une superbe galerie préparée pour une fête.|setting
À Fridric.|toward
Elle lit.|action
Elle cherche à lire dans ses yeux.|action
À part.|aparte
Haut.|delivery
À part.|aparte
Haut.|delivery
À part.|aparte
Elle sort.|exit
Après un silence.|delivery
Il sort.|exit
Hésitant.|delivery
Il sort.|exit
En riant.|delivery
À Madame Wanderk.|toward
À Madame Wanderk.|toward
Elle se trouve au milieu et tourne le dos à Mirval.|setting
À Mirval.|toward
À Mirval.|toward
À part.|aparte
Adélaïde reste absorbée : Madame Wanderk prête à rentrer, jette un coup d'oeil, et à toutes les peines du monde à s'empêcher de rire.|delivery
Revenant promptement à elle.|movement
Après un petit silence.|delivery
Reprenant son air gai.|delivery
Adélaïde en la prenant par la main.|interaction
En lui présentant la plume.|object
Il lui présente la main|action
Ils s'embrassent|interaction
Elle se frappe.|aggression
En le voyant entrer.|action
En lui jetant le poignard.|object
À Albine.|toward
À Emilie.|toward
À Emilie.|toward
Aux Licteurs.|toward
À Maxime.|toward
À Émilie.|toward
À Émilie.|toward
À Tibère.|toward
À Martian.|toward
À Martian.|toward
À Emilie.|toward
À Livie.|toward
À Agrippa.|toward
À Émilie.|toward
À Agrippa.|toward
À Tibere.|toward
À Tibère.|toward
À Émilie.|toward
On entend un grand bruit.|narration
À Émilie.|toward
À Lesbin.|toward
À Lagrange.|toward
Il sort.|exit
Lesbin sort.|exit
Il fait une fausse sortie.|exit
En montrant Lagrange.|action
Il sort, Molière et Lagrange l'accompagnent.|exit
Il sort.|exit
Il sort.|exit
Musique.|music
Il va à la fenêtre. Musique.|setting
Au Guichetier.|toward
Aux soldats.|toward
LE MOUTON REFORMATEUR.|music
LE MOINEAU EN CAGE.|music
LES SIRENES.|music
Elle sort.|exit
LE ROSSIGNOL ET L'ÂNE.|music
Il sort.|exit
D'un ton ironique.|delivery
En sortant.|exit
L'OPTIQUE.|music
Haut.|delivery
LE PIGEON AMOUREUX.|music
Il tire un Papier.|action
L'ABEILLE ET L'ARAIGNÉE.|music
À Ésope.|toward
AIR : Un homme pour faire un tableau.|music
Le chevalier sort.|exit
AIR : Des cabinets particuliers.|music
Air : On dit que je suis sans malice.|music
Le chevalier sort.|exit
À part.|aparte
Haut.|delivery
Elle sort.|exit
Ils se donnent des coups de bâton.|aggression
Polichinelle se sauve poursuivi par Valère.|exit
Air : Dans un bosquet.|music
Air du Menuet d'Exaudet.|music
Il donne des coups de bâton à Polichinelle.|aggression
Il tape polichinelle avec son bâton.|aggression
Pierrot et Valère battent tous deux Polichinelle qui crie.|aggression
Ils se battent tous les trois, Polichinelle est chassé par Valère qui te poursuit.|aggression
Elle sort.|exit
À part.|aparte
Haut.|delivery
Elle sort.|exit
À la cantonnade.|toward
Il entre.|entrance
À part.|aparte
À part.|aparte
À part.|aparte
Haut.|delivery
Haut.|delivery
À part.|aparte
À part.|aparte
À part.|aparte
À part.|aparte
Haut.|delivery
À part.|aparte
À part.|aparte
Il sort.|exit
Dorine sort.|exit
À part.|aparte
À part.|aparte
Haut.|delivery
À part.|aparte
Haut.|delivery
Haut.|delivery
Haut.|delivery
Haut.|delivery
À part.|aparte
À Dorante.|toward
Elle fond en larmes.|delivery
Elle éclate en sanglots.|delivery
Célimene paraît.|entrance
Il sort.|exit
Air des Bossus.|music
Haut.|delivery
À part.|aparte
Elle sonne.|action
À part.|aparte
Haut.|delivery
Haut.|delivery
Haut.|delivery
À part.|aparte
Haut.|delivery
Haut.|delivery
Haut.|delivery
Haut.|delivery
À part.|aparte
Haut.|delivery
À part.|aparte
À part.|aparte
À part.|aparte
Il sort.|exit
Le Théâtre représente une salle du palais. — Grand portique au fond fermé par une portière qui en s'ouvrant laisse voir le rivage et la mer.|setting
Elle prend une prise.|object
Elle prend une prise.|object
Thésée entre, escorté de quelques gardes.|entrance
À Pasiphaë.|toward
À part.|aparte
Il lui envoie des baisers.|interaction
Ariane sort.|exit
Elle prend une prise.|object
Elle pleure.|delivery
Cris au-dehors :|delivery
Elle sort.|exit
Le Théâtre représente un lieu agréable sur les bords de la Seine.|setting
On entend ici un prélude qui annonce l'arrivée d'Appollon.|music
Le Théâtre représente un bois auprès d'un lieu agréable où l'on prépare une fête champêtre à la Princesse de l'île inconnue.|setting
Le Théâtre représente une prairie bordée d'un bois, où la Princesse Aricie doit trouver au bout d'une route une fête champêtre.|setting
Le Théâtre représente un bois où l'on voit un temple consacré à l'Amour.|setting
Elle le voit.|action
Le Théâtre représente l'Antre d'Aristandre.|setting
Le Démon donne à Aristandre la robe qu'il a apportée.|object
Le théâtre change et représente un autre endroit de l'île inconnue, voisin de l'Antre d'Aristandre.|setting
Le bord d'une rivière. Au fond, un rocher s'avançant et formant une grotte avec un banc naturel, la « grotte d'Héloïse i), De chaque côté des arbres. Entrée à droite et à gauche.|setting
Montrant la grotte de la main.|action
À part.|aparte
Haut.|delivery
Lui prenant la main.|interaction
Haut.|delivery
À part.|aparte
Reprenant.|delivery
À part.|aparte
Haut.|delivery
À part.|aparte
Haut.|delivery
À part.|aparte
Haut.|delivery
Il lui offre le bras. Entrent, par la gauche, Madeleine Béjart et Jean.|object
Reprenant.|delivery
À part.|aparte
Haut, continuant.|delivery
Haut.|delivery
Haut, s'excusant.|delivery
Reprenant.|delivery
Reprenant.|delivery
À Molière.|toward
Il sort derrière le bailli.|exit
Haut.|delivery
Reprenant.|delivery
Montrant Jean et Louisette.|action
À Jean.|toward
Montrant Louisette.|action
À Louisette et à Jean.|toward
Montrant la voûte du ciel.|action
Continuant.|delivery
Reprenant plaisamment.|delivery
Reprenant, simplement.|delivery
À Mathurin et Françoise.|toward
Reprenant.|delivery
À Mathurin et à Françoise.|toward
Ils se pressent les mains.|interaction
À Molière.|toward
Lui baisant les mains.|interaction
Il lui offre son bras.|object
Le Théâtre représente un salon et un cabinet sur le devant de la scène, dispose de façon à laisser voir au public ce qui s'y passe.|setting
AIR : Pierrot dit à Magdeleine.|music
AIR : Je ne suis plus dans l'ignorance.|music
AIR : D'un mouvement de curiosité.|music
AIR : Babet, que t'es gentille !|music
AIR : Jardinier, ne vois-tu pas ?|music
AIR : Tandis que tout sommeille ; (de l'AmantJaloux)|music
AIR : C'est ici que Rose respire.|music
Il embrasse Colombine qu'il prend pour Isabelle.|interaction
bis.|music
AIR : Dans nos hameaux.|music
AIR : Dans ma cabane obscure.|music
AIR : Oh ! Mahomet, ton Paradis des femmes.|music
AIR : D'Isabelle et Gertrude.|music
AIR : Ah ! vous dirai-je, maman ?|music
AIR : Sans un petit brin d'amour.|music
AIR : La béquille du p7re Barnaba.|music
AIR : L'Amour, la nuit et le jour.|music
AIR : Charmante Pastourelle.|music
Second Couplet.|music
Troisième Couplet.|music
AIR : De l'Horoscope accompli.|music
AIR : La bonne aventure au gué.|music
AIR : Lise demande son portrait.|music
Même air.|music
Même air.|music
AIR : De Joconde.|music
AIR : Du pas redoublé de l'Infanterie.|music
AIR : Chantons les matines de Cythère.|music
AIR : Des Bossus.|music
AIR : Non, non, je n'en dis pas davantage.|music
AIR : Je suis un bon Soldat, ti, ta, ta.|music
AIR : Voici les Dragons.|music
AIR : De la Catacoua.|music
AIR : J'aime mieux ma mie.|music
AIR : De la romance de Titon.|music
AIR : Des Trembleurs.|music
AIR : Comment faire ?|music
AIR : Il était une fille.|music
AIR : Tout roule aujourd'hui dans le monde.|music
AIR : Jupin dès le matin.|music
AIR : C'est Suson la camarde.|music
Elle entre dans le cabinet.|exit
AIR : Je te casserai la gueule et la mâchoire.|music
Pendant ce Couplet, Colombine passe sa robe dans les bras de Léandre, et Isabelle l'aide.|object
AIR : Vaudeville des femmes vengées.|music
AIR : Des billets doux.|music
AIR : Vous m'entendez bien.|music
AIR : Tout au beau milieu des Ardennes.|music
AIR : Quoi, ma voisine, es-tu fâchée ?|music
À Isabelle.|toward
AIR : De la Confession.|music
AIR : Nous nous marierons Dimanche.|music
AIR : De mon Berger volage.|music
Second couplet.|music
AIR : Un Cordelier d'une riche encolure.|music
AIR : Moi de même, (de l'Amoureux de quinze ans.)|music
AIR : J'aime une ingrate Beauté.|music
AIR : Nous quitterons-nous sans boire ?|music
AIR : Je suis Carmélite, moi.|music
AIR : Vantez vous-en.|music
AIR : O gué lan la, lanlaire.|music
AIR : Du fleuve d'Oubli.|music
AIR : De la Fricassée.|music
Haut.|delivery
AIR : Nous autres bons Villageois.|music
AIR : Le tems passe.|music
bis.|music
bis.|music
bis.|music
AIR : V'là ce que c'est que d'aller au bois.|music
Second Couplet.|music
Troisième Couplet.|music
AIR : De la Pierrefitoise.|music
AIR : du Libera de la Bourbonnoise.|music
bis.|music
bis.|music
bis.|music
bis.|music
bis.|music
bis.|music
AIR : Magdelon, qu'avez-vous donc ?|music
AIR : Il a voulu, il n'a pas pu.|music
bis.|music
AIR : Le briquet frappe la pierre.|music
bis.|music
DUO : Sur un air de danse.|music
AIR : Ton humeur est, Catherine.|music
AIR : Du Vaudeville de Sancho.|music
Premier Couplet.|music
Second Couplet.|music
Troisième Couplet.|music
Il prend la main de Colombine.|object
Quatrième Couplet.|music
Portant la main à son front.|interaction
Cinquième Couplet.|music
On reprend en choeur ce couplet.|delivery
Le théâtre représente le double coupeau sur les deux ailes et le temple de Thémis, avec une mer immense qui occupe le fond. L'orchestre joue une tempête effroyable. éclairs, tonnerre, grêle et pluie convenables à un déluge. On voit venir de loin sur les ondes Arlequin, jambe deçà, jambe delà sur un tonneau. Le fracas cesse.|setting
Se retournant du côté de la mer.|action
Il ouvre son bissac.|action
Il mange goulûment.|action
Il regarde à droite et à gauche.|action
Il l'avale.|action
Il mange.|action
Il va aux fontaines et boit.|action
Il en reboit.|action
Il se présente comiquement.|action
En se montrant.|action
Il crie de toutes ses forces.|delivery
À part.|aparte
Il la retient encore par le bras, et, perdant tout respect.|interaction
Il l'ôte et lit :|action
À part.|aparte
Apollon en est à l'endroit de l'air fait sur ces paroles : coulez si lentement, etc.|setting
La flûte passe à l'air de ces paroles du "Sommeil d'Issé" : que d'attraits ! Que d'appas ! contentez-vous, mes yeux ! Parcourez tous ses charmes !|music
Apollon se courbe sur sa belle dormeuse.|action
Il fait tomber une grêle de coups sur le dos d'Apollon, qui s'enfuit.|aggression
Pyrrha, éveillée aux cris d'Apollon, se lève brusquement et voit son mari. Le mari regarde sa femme, comme un homme en extase. L'étonnement de la femme n'est pas moindre. La surprise réciproque donne lieu à une scène muette et comique.|action
Pyrrha désigne encore ici, plus fort que la première fois, qu'elle ne saurait parler.|delivery
À Pyrrha.|toward
À part.|aparte
Haut.|delivery
À Pégase.|toward
Les deux derniers vers se perdent dans les nues, où l'emporte Pégase.|narration
Apollon chante l'air qui a pour refrain : "Ne m'entendez-vous pas ?" et finit par prononcer le refrain : Ne m'entendez-vous pas ?|delivery
Apollon continue l'air et finit par dire le refrain : "Vous m'entendez bien ? "|delivery
Apollon entonne lugubrement l'Air des Pendus : "Or, écoutez, petits et grands...".|delivery
Il avient une paire de pistolets.|aggression
Arlequin, d'une voix faible.|delivery
Il ramasse les pistolets.|object
Il jette à la mer la marionnette, qui baragouine un cri de joie en l'air.|object
Au laboureur.|toward
À l'artisan.|toward
Au robin.|toward
Aux filles et aux garçons.|toward
Le coucou chante.|narration
Divertissement.|music
Haut.|delivery
Il sort.|exit
Haut.|delivery
À Pasquin.|toward
À part.|aparte
À Grégoire.|toward
À Éraste.|toward
Voyant que les deux autres ne le suivent pas.|action
À Nérine.|toward
Bas.|delivery
À Éraste.|toward
À ses frères.|toward
Montrant Damis.|action
Il sort.|exit
À Pasquin.|toward
À Pasquin, qui lui fait signe de se taire.|toward
Se passionnant.|delivery
Lui mettant la main sous le menton.|interaction
À Damis.|toward
Aux trois frères, en les poussant dehors.|toward
Pasquin et les trois frères s'en vont.|exit
Grégoire paraît.|entrance
Voyant venir Géronte.|action
À Angélique.|toward
À Angélique.|toward
Aux trois frères.|toward
Aux trois frères.|toward
Il sort.|exit
Il sort.|exit
Elle sort.|exit
Fuyant sur la porte du logis.|movement
Hallalis, aboiements, cors, cris, etc.|narration
Sylvie sort brusquement voyant venir Hylas.|exit
Ici on entend un choeur de bergères qui chante.|delivery
Ils sortent|exit
Entrée de bergères.|entrance
Elle va se mettre sous le feuillage.|setting
À part de l'autre côté de l'endroit d'où on l'écoutait, mais, assez bas pour qu'il ne puisse être entendu des bergères.|aparte
Ensemble|delivery
À Sylvie.|toward
Rodolphe sort.|exit
Il sort.|exit
Casimir sort.|exit
Frédéric sort.|exit
Portant la main sur son épée.|aggression
Il sort.|exit
Casimir sort.|exit
À Rodolphe|toward
À Gustave.|toward
Prenant le billet.|object
Il lit.|action
Gustave sort.|exit
Sophie sort.|exit
À Rodolphe.|toward
Appelant.|delivery
À Rodolphe.|toward
Voyant approcher Gustave.|movement
Il sort.|exit
elle ouvre le billet.|action
À part, après avoir lu.|aparte
Elle sort.|exit
Rodolphe sort.|exit
Il veut sortir.|movement
Appelant.|delivery
Frédéric sort.|exit
Les gardes sortent.|exit
Rodolphe sort.|exit
Appelant.|delivery
Aux gardes.|toward
Un soldat lève le sabre sur la tête de Gustave.|aggression
Aux gardes.|toward
Se jetant au-devant des gardes.|movement
À Adélaïde.|toward
Appelant.|delivery
À Rodolphe.|toward
À Rodolphe.|toward
Il lui donne un billet.|object
À Sophie.|toward
À Casimir.|toward
Elle lui donne le billet.|object
À Casimir.|toward
Il sort.|exit
Il veut sortir.|exit
À Adélaïde.|toward
À Christierne.|toward
À Casimir.|toward
Casimir et les gardes emmènent Christierne.|exit
Haut.|delivery
À part.|aparte
Bas.|delivery
Il sort avec Dorante.|exit
Il s'en retourne.|exit
Il donne à Mondor du livre par le nez.|aggression
Mondor lit.|action
Damis lui présente la main qu'elle accepte, au moment que Dorante lui présentait aussi la sienne.|interaction
Il les ouvre.|action
À Baliveau.|toward
À Baliveau, voyant son profond étonnement.|toward
À Damis.|toward
À Damis.|toward
À Baliveau.|toward
À part.|aparte
Dorante, à Damis.|toward
Il s'en va.|exit
À Lisette.|toward
Elle veut sortir.|movement
Il fait quelques pas pour s'en aller.|movement
Se rapprochant.|movement
Il s'approche enfin d'elle tout transporté.|movement
À Dorante.|toward
Regardant à sa montre.|action
Haut.|delivery
À part.|aparte
