description|labelDraCor
Les Argonautes se préparent au combat, et il sort de la terre des soldats tout armés qui fondent sur eux.|fight
Les combattants sont engloutis dans la terre.|fall
À Philippe.|toward
Philippe sort.|exit
Aristée sort.|exit
Haut.|loud
Il tire un pistolet qui rate.|fight
Il sort.|exit
Il sort.|exit
Elle sort.|exit
À Nérine.|toward
À Lucinde.|toward
Apercevant le page.|watch
À part.|aparte
Apercevant les Abbés.|watch
Il lit.|read
Il lit.|read
À Laforest.|toward
Il l'embrasse.|kiss
D'un ton pénétré.|serious
À Monsieur de Rosny.|toward
À Monsieur de Rosny.|toward
À Bois-Rosé.|toward
À Monsieur de Rosny.|toward
À Bois-Rosé.|toward
À Bois-Rosé.|toward
À Bois-Rosé.|toward
À Bois-Rosé.|toward
Au Marquis.|toward
Le Marquis s'en va.|exit
Le Théâtre représente une rue. Sur le devant, on voit d'un côté la boutique d'un Savetier, de l'autre, l'Hôtel d'un Financier.|decor
Haut.|loud
Il lui donne la somme que Grégoire enferme dans son tablier.|give
Haut.|loud
Il rentre.|exit
Il entre, cachant les cent écus dans son tablier.|entrance
À part.|aparte
Il s'en va.|away
À Colin qui rapporte les cent écus.|toward
Il frappe encore.|knock
Il lui jette le sac.|throw
Elles entrent.|exit
Il l'embrasse.|kiss
À Euphémon.|toward
À Euphémon.|toward
À Denys.|toward
Aux soldats.|toward
Les soldats se mettent à rire.|laugh
À Denys.|toward
À Nérine.|toward
À Dorval.|toward
Il s'enfuit.|exit
Il lit.|read
Il lit.|read
Il lit.|read
Haut.|loud
Haut.|loud
Haut.|loud
Haut.|loud
La Dame et l'Abbé sont assis sur une face du banc, Géronte et le Baron sur l'autre ; la Scène se passe à la brune.|sit
Au Baron.|toward
Géronte s'approcha de la Dame, et levé sa calèche.|closer
L'Abbé s'enfuit d'un coté, la Dame de l'autre.|exit
À part.|aparte
À Madame Seringuet.|toward
Il se met à genoux.|kneel
À Forfantas.|toward
À Monsieur Seringuet.|toward
À Madame Seringuet.|toward
À part.|aparte
Il se revêt de l'habit du Comte.|dress
Les villageois entrent brusquement, de manière que Pasquin n'a pas le temps de se dépouiller de l'habit au Comte.|entrance
À Galonnier.|toward
Le Comte est vêtu de noir, enveloppé dans un manteau, par dessous lequel il cache un bâton. Il porte une grande perruque noire, et un large chapeau, rabattu de manière qu'il lui couvre le visage.|dress
Au Comte.|toward
À Pasquin.|toward
Elles sortent toutes deux par des portes opposées.|exit
Il l'embrasse.|kiss
Il l'embrasse.|kiss
Au Marquis.|toward
Elles sortent.|exit
Il lui donne deux papiers pliés.|give
À part.|aparte
Elles se donnent réciproquement les deux papiers.|give
Elle lit.|read
En montrant sa massue.|show
Marthe s'avance fur la pointe des pieds, se cache derrière un paravent, et écoute.|entrance
Elle disparaît un moment.|exit
Haut.|loud
François Ier traverse la galerie, saluant les uns, souriant aux autres ; il s'arrête devant Bouchet, et le regarde d'un oeil-fixe, mais avec bonté.|entrance
À l'Inspecteur des Bâtiments.|toward
En montrant Bouchet.|show
À l'Abbé de Rimeville.|toward
Merlin est vêtu en Abbé.|costume
Il l'embrasse.|kiss
Il lit.|read
À Merlin.|toward
Haut.|loud
Au Chevalier.|toward
À part.|aparte
À part.|aparte
Haut.|loud
Au Chevalier.|toward
À Merlin.|toward
À Dufresne.|toward
À Corneille.|toward
À Dufresne.|toward
À part.|aparte
À Turenne.|toward
En montrant Corneille.|show
À Dufresne.|toward
Blinval à part.|aparte
D'Orfeuil est resté un moment étourdi de sa chute ; il se relève.|stand
Il tire plusieurs bottes.|dress
Le Théâtre représente le Bureau de Durand.|decor
Haut.|loud
Il affecte un air satisfait.|happy
À Angélique.|toward
À part.|aparte
À part.|aparte
Haut.|loud
Pendant que Nérine dit ces mots, Philinte tire de sa poche le papier que Dumont lui a apporté, pour le mettre dans son perte-feuille : mais en se pressant trop, il le laisse tomber. Nérine le prend ; Philinte veut le lui arracher : mais elle lui échappe, et s'empare du papier.|narration
À Angélique.|toward
D'un ton ironique.|ironic
À Colin.|toward
À Colin.|toward
À Mignonnet|toward
À Mignonnet.|toward
Il approche le papier blanc de la boite, et un numéro se trace en gros caractère.|show
À part.|aparte
Montrant le papier que le faux vieillard lui a laissé.|show
À haute voix.|loud
À part.|aparte
Ils se promènent de long en large sur le Théâtre, en attendant que les Comédiens arrivent.|decor
À Florinde.|toward
Haut.|loud
Il s'en va.|exit
À Florinde.|toward
À Florinde.|toward
À Florimond.|toward
Il le lui donne.|give
Il ferme le parapluie, et en le fermant, il dérange la coiffure de Lucinde.|dress
Elle s'assied.|sit
À Lucinde.|toward
Elle s'en va.|exit
Il tend la main pour prendre le portrait ; Damon se retourne, et l'aperçoit.|touch
Il s'en va, Merlin marche à côté de lui.|exit
Tous deux tirent l'épée, et ferraillent en se tenant fort éloignés.|fight
En montrant Damon.|show
Persac met la main dam sa poche.|search
Persac tire sa bourse.|get
Persac lui donne un écu.|give
Persac lui donne un autre écu.|give
Il met sur la table un rouleau de vingt-cinq louis.|give
Il pèse le rouleau dans ses mains.|watch
Il met encore un rouleau de vingt-cinq louis sur la table.|drop
Il prend le rouleau.|get
Au Secrétaire.|toward
Il ouvre une bourse, et marque sur la table avec des louis tous les objets qu'il indique dans la carte.|open
À Persac.|toward
Il la figure avec des louis.|drop
À Friponneau.|toward
Il lui donne la quinze louis.|give
Il s'assied.|sit
Apercevant le panier de Léandre.|watch
Angélique prend la grappe, la porte, à sa bouche, en regardant Léandre, le reconnaît, jette un cri, et tombe presque évanouie dans le bras de sa tante.|get
À Céphise.|toward
Elles s'en vont.|exit
Il se jette à ses genoux, et lui baise la main. Pendant ce temps, Céphise s'avance y fans être aperçue, à travers les vignes.|kneel
Il s'en va.|exit
À Julie.|toward
Il lui baise la main.|kiss
Il baise la main de Julie.|kiss
À part.|aparte
À Jourdain.|toward
Elle s'en va.|exit
Ils boivent.|drink
Il boit.|drink
Il chancelle et se laisse tomber.|fall
Ils boivent.|drink
On frappe rudement à la porte.|knock
À part.|aparte
D'un ton ironique.|ironic
Il lit.|read
Il s'en va.|exit
Elles se taisent, et après quelques moments de silence, Monsieur Bertrand continue.|silence
Il s'en va.|exit
À Valentin.|toward
Il s'endort.|sleep
Quatre Démons paraissent.|entrance
À Madame Bertrand.|toward
À Madame Bertrand.|toward
À Scapin.|toward
À Scapin.|toward
À Léandre.|toward
À Bertrand.|toward
À Bertrand.|toward
Les Démons lèvent leurs battes sur Bertrand.|threat
Au Député.|toward
Le théâtre représente le salon de l'appartement que la Famille Royale occupait au Temple.|decor
Le Roi et madame Royale baisent les mains de leur mère.|kiss
Le garde le saisit.|pull
Robespierre s'approche.|closer
L'action continue dans le salon des prisonniers du Temple.|continue
Le roi est amené par des sans-culottes armés.|closer
À Madame Élisabeth.|toward
À Robespierre et Danton.|toward
Aux Gardes.|toward
À Madame Élisabeth.|toward
Au Maire.|toward
Elle embrasse Madame Élisabeth.|kiss
La Reine prenant le paquet de la suivante.|get
Le théâtre représente le vestibule de la prison de la Conciergerie : dans le fond est le cachot destine à la Reine : la porte en est fermée.|decor
Il tire un poignard.|threat
Il l'ouvre : Robespierre se présente à la porte et recule.|open
Il entrouvre la porte.|open
Il ferme la porte du cachot.|close
À l'Inconnu.|toward
La Reine est entourée par les Gardes.|threat
Le geôlier ouvre la porte du cachot.|open
Le théâtre représente une salle d'un des comités de la Convention nationale.|decor
Les conseils de Louis se retirent.|exit
Il sort.|exit
En fixant Philippe d'Orléans.|watch
En regardant Marat.|watch
À Marat, à Robespierre, à Manuel.|toward
Il sort.|exit
Ils sortent.|exit
Le théâtre représente une des salles de l'appartement du roi dans la tour du Temple. On voit d'un côté, la porte d'un cabinet ; sur le devant de la scène sont des fauteuils, et une table sur laquelle est un globe.|decor
Haut.|loud
À part.|aparte
Haut.|loud
Silence encore.|silence
Ils sortent.|exit
Haut.|loud
Ils sortent.|exit
Ils se jettent tous à ses pieds.|kneel
Il les embrasse tour-à-tour.|kiss
Ils se tiennent dans l'enfoncement.|location
À Santerre.|toward
À Antoinette.|toward
À la garde avec violence.|toward
À sa soeur.|toward
Le Dauphin et la jeune Princesse se jettent aux pieds des gardes.|kneel
Santerre à quelques Soldats.|toward
On l'entraîne de force.|push
À quelques soldats.|toward
À sa suite.|toward
Il sort.|exit
Seule.|alone
À Cléon.|toward
À Cléon.|toward
À l'Homme qui enseigne l'art de représenter.|toward
Embrassant la Cabale.|kiss
Au Comédien.|toward
Ils sortent.|exit
Lisant.|read
Continuant de lire.|read
Au Parterre.|toward
Criant.|shout
Se mettant entre eux.|location
À Henriette.|toward
Lui donnant une bourse.|give
À Crispin.|toward
À Crispin.|toward
À Valère, à Henriette, et à Frontin.|toward
Ils suivent le Gouverneur ; leur air, leurs gestes, et les mines que leur fait Crispin expriment l'inquiétude et l'embarras ou ils sont tous les quatre.|follow
Il sort.|exit
Sanglotant.|cry
À Crispin.|toward
À Valère et à Henriette.|toward
Le fond du Théâtre représente une Forêt ; on voit plusieurs Statues au milieu d'un rond d'arbres ; Prométhée descend du Ciel un flambeau à la main, Mercure le suit.|decor
Tandis que cette première statue par ses attitudes et ses pas, marque sa surprise et son admiration, Prométhée par ses gestes marque combien il est satisfait de son ouvrage, et tâche de faire entrer Mercure dans sa joie. II anime une seconde Statue qui est encore celle d'un homme, et qui exprime à la vue du Ciel et de la Terre les mêmes mouvements de surprise que la première ; ensuite ils s'aperçoivent, courent l'un à l'autre, s'embrassent et se donnent tous les témoignages de l'amitié la plus vive.|narration
Il anime une troisième statue ; c'est celle d'une femme ; elle ne considère qu'un moment le Ciel et la verdure ; ses regards tombent Gr s'arrêtent bientôt uniquement sur elle. Elle examine avec une secrète complaisance, ses mains, ses bras... Elle va se mirer dans un bassin qui forme une chute d'eau au bord de la coulisse ; celui des deux hommes qui l'aperçoit le premier, court à élis-s charmée àsa vue, elle lui fait d'innocentes caresses. L'autre qui est resté au bord du Théâtre, après les avoir regardés pendant quelque temps, s'approche. Elle lui fait les mêmes caresses qu'au premier ; la jalouse naît entre eux ; la coquetterie de la femme l'augmente ; ils deviennent furieux, et se menacent. Tandis que l'un avec une branche d'arbre qu'il a arrachée, poursuit l'autre hors de la vue du spectateur, la femme continue de se mirer ; ils reparaissent avec des massues ; elle tâche de les adoucir. Après différents mouvements qui peignent également l'amour, la jalouse, la coquetterie, et la fureur, ils sortent tous les trois du théâtre.|narration
Il s'approche d'une autre Statue.|closer
Examinant une troisième Statue|watch
Prométhée anime ces trois statues ; l'homme de Cour danse d'un air fastueux, et l'élève de Thémis, en minaudant. Au son de l'or que le favori de Plutus qui s'est animé lentement, remue dans son chapeau, l'un et l'autre viennent le flatter et le caresser avec bassesse ; Il se débarrasse d'eux d'un air brusque ; ils le suivent, et tous les trois sortent de dessus la scène.|narration
À Mercure.|toward
À Prométhée.|toward
Ils partent.|exit
Seule.|alone
Elle anime les Femmes sur une musique plus douce et plus légère. Les Hommes dont les sens sont aussitôt frappés à la vue des femmes, courent à elles avec tout le feu des désirs. Elles se défendent de leurs caresses et les repoussent avec modestie et fierté. On voit arriver quatre petits amours qu'on reconnaît à leurs ailes ; le premier a le casque et la cuirasse ; le second la perruque carrèe et la robe de magistrat ; le troisième est doré comme Plutus, et le quatrième n'a qu'une petite perruque ronde avec un petit manteau noir sur l'habit couleur de chair des amours. Ils s'approchent des femmes et leur présentent des guirlandes de fleurs d'un air soumis et respectueux. Ils reprochent ensuite aux hommes, par leurs gestes et leur danse pittoresque, leurs manières vives et brusques, et finissent par leur enseigner la façon dont ils doivent s'y prendre pour plaire et se faire aimer. Les hommes instruits par les amours se mettent aux genoux des femmes qui les enchaînent avec les guirlandes.|narration
ARIETTE.|title
Air Leger.|title
ARIETTE légère.|title
AU PARTERRE.|toward
Elle appelle.|call
Elle sort.|exit
Elle sort avec Osmarin.|exit
On entend beaucoup de bruit derrière le Théâtre.|noise
AIR : en Duo.|title
AU PARTERRE.|toward
Le faisant sortir.|push
Haut.|loud
À la Fée.|toward
Elle va à son clavecin, et revient aussitôt.|walk
Elle retourne encore à son clavecin, et revient aussitôt.|walk
S'approchant d'Alcindor.|closer
Elle prend un tabouret, et s'assied.|sit
Elle se lève.|stand
Haut.|loud
Elle chante.|sing
Il chante.|sing
ENIGME.|title
Le Théâtre représente une plaine fort agréable au bord d'un riant bocage. On voit fumer en perspective dans un prodigieux éloignement, les célèbres forges de Vulcain.|decor
Le Troupeau s'éloigne, la Bergère le fuit, et passe sans regarder Palmerin.|exit
Le nuage se perd dans les nues. La Déesse disparaît, et le Pasteur se trouve environnée d'une cohue d'Aquilons, de Cyclopes, et de Salamandre.|decor
Entrée d'Aquillons.|entrance
Entrée de Cyclopes|entrance
Les cyclopes, les aquilons et les salamandres se joignent et font une entrée comme on n'en a point vu.|entrance
Les Cyclopes, les Aguilons, et les Salamandres se joignent et font une entrée comme on n'en a point vu.|entrance
Un lit de gazon s'élève fort à propos propos. Le Pasteur tombe dessus sans connaissance, les Aguilons, les Cyclopes et les Sulamandres se retiremt.|decor
CHACONNE.|title
Il frappe du pied.|hit
Plusieurs donnent cependant des sonnets à Crispin tous à la fois, et il donne sur les doigts avec la baguette du tambour à ceux qui se pressent trop, il les prend et les met dans un grand sac qu'il a pendu à son col, où il y en a déjà quantité, et puis il se retire.|narration
Il s'en va.|exit
il s'en vont tout deux.|exit
Il lit.|read
Il lit.|read
Il lit.|read
Il continue|continue
Il lit.|read
Il le prend des mains de La Montagne.|get
À Angélique.|toward
À Du Rimet.|toward
À Crispin.|toward
À du Rimet.|toward
Il lui porte le sonnet.|get
Il lui rend celui qu'il tient.|give
Il lit.|read
Il passe aux autres.|toward
Il lit.|read
Il jette tous les autres.|throw
Crispin s'en va.|exit
On entend le tambour.|listen
À du Rimet.|toward
Elle regarde à une de ses montres.|watch
Il commence à prendre quelques licences.|touch
Il y applique, à la hâte, quelques baisers ; en même-temps il produit de quoi leur faire face.|kiss
En effet , cela commence par ne pas bien aller.|push
Elle touche en même-tems celui du colonel.|touch
Le colonel donne la main à la Marquise, et ils vont ensemble à leurs affaires.|give
Au moment où elle passe machinalement sa main par la fente de son jupon , pour la porter sur un endroit où une puce la mord.|touch
Entre la Marquise.|entrance
Pendant que Lesbosie obéit, la marquise lui prend la gorge.|touch
On se doute où la marquise place en même temps la main de Lesbosie.|touch
La marquise continue le jeu des doigts.|touch
Elle reprend sa besogne.|kiss
En achevant ces mots, elle passe un anneau d'un gros brillant à un des doigts de la main que Mademoiselle de Lesbosie a sur sa gorge.|dress
Le Comte paraît.|entrance
Tous deux assis sur l'ottomane.|sit
Il pénètre plus avant.|push
Il se retire promptement, sort son mouchoir, et y confie l'espérance de la branche ainée des comtes de Catso di Coulo.|away
Il baise amoureusement les deux fesses de la marquise.|kiss
Là, [la] Marquise qui se jette avec emportement sur Mademoiselle de Lesbosie, la baise longuement sur la bouche, lui darde cinq ou six fois sa langue entre les lèvres ; elle s'enflamme, n'y tient plus, renverse de nouveau Mademoiselle de Lesbosie sur l'ottomane, jette ses jupes par dessus sa tête. Elle se trouve nue jusqu'au dessus du nombril ; et la Marquise , après l'avoir couverte de baisers sur toutes les parties de son corps ; car elle la tourne et retourne, finit par la gamahucher, en se pâmant d'aise à son tour.|narration
Il sort.|exit
Elle sonne.|ring
Elle sort.|exit
Elle lit.|read
Se penchant près de son oreille.|closer
Haut.|loud
Elle regarde à sa montre.|watch
On entend un bruit de voiture.|noise
À Necelle et Églante.|toward
Tout le monde s'embrasse ; les baisers des hommes aux femmes sont un peu plus prononcés, comme on l'imagine bien, que ceux des femmes aux femmes ; et l'on voit fort aisément la répugnance de la Marquise à se prêter à cette embrassade générale. Aussi le fait-elle d'une manière froide, digne, et même un peu impertinente, qui lui est parfaitement parodiée par Églante et Necelle. Ensuite, le tempérament l'emporte, et petit-à-petit la Marquise devient aussi folle qu'une fille de l'Opéra comique : ce qui n'est pas peu dire.|kiss
Les hommes ôtent les mantelets, et se payent de leurs attentious. C'est en ce moment que la Marquise se détermina à oublier ses titres, prévoyant bien qu'on ne s'en tiendrait pas à ne se défaire que de ses mantelets ; et qu'en pareil cas il est du dernier ridicule d'étre à cheval sur son honneur.|dress
On sonne.|ring
Germon sort.|exit
Le souper est un ambigu : tout est servi en même temps ; les plats sont apportés de la cuisine par l'aide de cuisine jusqu'à la porte du salon, où Germon les va prendre. Il y a quatre servantes aux quatre coins de la table, pour dispenser les valets de servir : ce qui donne toute la liberté dont on a besoin en soupant dans une petite maison. La Verdure allume les bougies : elles sont en grand nombre, comme dans une fête.|narration
On place la Marquise entre le Chevalier et le Président , avec qui elle a fait la paix dans le jardin ; et de suite pour les autres convives.|narration
Ils avalent une ample rasade de champagne.|drink
Aux gens.|toward
On boit.|drink
À Pamène.|toward
On boit.|drink
On boit.|drink
On boit.|drink
On boit.|drink
La bouteille d'Aï achevée, la Marquise, le Chevalier, le Président, Eglante, le Baron se lèvent pour aller voir le cabinet. Ils prennent plusieurs bourgeois qui sont sur les encoignures.|narration
Le Vicomte devient plus entreprenant, mais avec assez de modestie.|closer
Il commence à perdre un peu le respect.|closer
Il lui serre la main.|touch
Il profite librement de la permission.|touch
Elle lui donne la main.|give
Il les baise de manière a laisser voir clairement que le champagne agit.|kiss
Elle le fait comme elle de dis.|get
Le Vicomte place Vecelle sur l'autel, c'est-à-dire qu'il l'étend sur l'otomane de la manière la plus commode pour être sacrifiée. Elle joint les mains sur sa tête, mais sans la presser. Ses yeux sont fermés, pour ne pas voir le coup qui doit lui être porté ; et cependant sa bouche est un peu entrouverte, comme pour demander quelqu'offrande. Elle est dans une position voluptueuse et de voluptueuse. Le Vicomte lui met le poignard dans le sein, et elle perd toute connaissance, excepté celle du plaisir. Il faut ici une pause.|narration
Encore sous le charme, et qui par conséquent n'est point de ceux dont il est écrit : Post coitum animale triste.|happy
Éclatant de rire, après avoir fixé quelques secondes ces amants heureux, sinon honteux, au moins embarrassés de leur bonheur.|laugh
Elle regarde l'ottomane, et après l'avoir examinée avec soin, elle dit :|watch
Qui connait le prix des moments, va fermer la porte avec un doigt de verrous, fait un petit saut de caractère ; et sans autre préambule, dit au Vicomte.|narration
Elle dit, et embrasse le vicomte avec vivacité.|kiss
Avec emportement.|enthousiasm
Arrive l'instant définitif.|happy
Ensemble.|together
Avec ironie.|ironic
Elle prononce ce mot de sommeil avec une sorte de malignité, qui dit tout ce qu'on voudra imaginer.|ironic
On se remet a table. La conservation devient générale. On parle de modes, d'étoffes, et l'on finit par la satire de toutes les filles célèbres, et des femmes faisant les filles. Il n'est peut-être pas hors de propos d'avertir que dans cette scène, et la suivante, on parle, on boit, et on se caresse alternativement. Les caressses deviennent d'autant plus vives qu'ont boit d'avantage. Ainsi il ne tiendra qu'aux acteurs et aux actrices de donner à cette scène toute la chaleur dont elle peut être susceptible.|eat
S'adressant à la Marquise.|toward
Ici l'on boit, et l'on prend quelques libertés, chacun selon son goût.|drink
Elle fait le tour de la table, et donne à tous les convives un baiser sur le front, avec un certain petit bruit des lèvres qui est ordinairement l'écho du plaisir ; elle prend place à table.|kiss
Elle indique la marquise.|show
À l'exempt.|toward
Adeline, Eglante, Necelle, sont toutes tremblantes , craignant que l'ordre ne soit contre elles. Elles ne se rassurent un peu, que lorsqu'elles sont certaines que l'exempt n'en veut qu'à la Marquise, qu'elles ont cru jusqu'à ce moment une nouvelle débarquée de province, qui était venue, comme le chevalier le leur a dit, pour débuter à l'Opéra.|narration
Il montre la Marquise.|show
Comme le Vicomte, le Chevalier, le président, le baron, font signe de vouloir s'opposer à ce qu'on emmène la marquise, l'exempt leur dit :|location
CANTIQUE.|title
AIR : Chère Annette, reçois l'hommage.|title
AIR : Du Vaudeville de Figaro.|title
AIR : Du serin qui te fait envie.|title
AIR : Jusque dans la moindre chose. .|title
AIR : Roulant ma brouette.|title
AIR : Mon honneur dit, etc.|title
AIR : Avec une épouse chérie.|title
AIR : Vous me grondez, etc.|title
AIR : Tandis que tout sommeille.|title
AIR : Monsieur le Prévôt des Marchands.|title
AIR : Adieu , paniers, vendanges , etc.|title
Même air.|title
AIR : L'amitié seule te séduit.|title
Même air.|title
AIR : Je suis un pauvre maréchal.|title
AIR : Des Pendus.|title
AIR : Du Vaudeville de Figaro.|title
AIR : Ô Mahomet ! etc...|title
AIR : Du Vaudeville de Tome-Jones.|title
AIR : Du Vaudeville d'Epicure.|title
AIR : J'aime bien mieux, etc.|title
AIR : Faut attendre avec patience|title
AIR : De tous les capucins du monde.|title
AIR : Je suis né natif de Ferrare.|title
AIR : Ah ! que je fus bien inspirée, etc.|title
AIR : La foi que vous m'avez promise.|title
Hortense rit.|laugh
À part.|aparte
Il sort.|exit
Il sort.|exit
Bobielle sort par le côté opposé à celui par lequel Alain est sorti.|exit
Elle sort lentement les yeux baissés.|exit
Bobielle va jeter dans le vase quelque chose qu'elle porte dans son tablier.|throw
Daphnis va arracher le rosier.|get
Alain rentre.|entrance
Elle le tâte.|touch
Il lui offre la bourse.|give
Voyant Précieuse.|watch
Il a aperçu dans son sein le papier du poète.|watch
À part.|aparte
Bas.|low
Bas.|low
Récit de la belle Égyptienne.|title
À part.|aparte
Elle fuit les Égyptiens.|escape
À part.|aparte
[Haut.]|loud
Un Égyptien va quérir la malle.|get
Un valet paraît.|entrance
Dans le galetas du rimeur ; un escalier au fond conduit à une soupente ; au milieu, une mauvaise table, un escabeau, quelques livres. Il fait nuit.|decor
Il écrit.|write
Il lit.|read
Se levant.|stand
Sa voix s'affaiblit.|low
Il se rendort.|sleep
Elle se heurte encore.|hit
Il se rendort.|sleep
Elle se laisse tomber.|fall
Aldo la baise au front avec froideur.|kiss
Tickle donne des ordres en grommelant. La barque vient aborder aux pieds d'Aldo.|decor
Dans une galerie du palais de la reine.|decor
Tickle rentre.|entrance
Il tire son épée.|threat
Il va pour se tuer.|suicide
Ils sortent en causant.|exit
Un intérieur rustique. À la droite du spectateur, une grande cheminée avec un banc pour s'asseoir dans l'intérieur de l'âtre. En avant de la cheminée, une petite table couverte de pelotes, de corbeilles et de chiffons, au-dessus de laquelle une glace, attachée à la muraille,est penchée en avant. La glace a un grand cadre de bois découpé à l'ancienne mode. — À gauche du spectateur,une porte conduisant à la chambre de Madeleine ; à côté, une vieille crédence servant de secrétaire.— Au fond, une porte a double battant donnant sur la campagne, qui est couverte de neige et qu'on voit à travers le battant supérieur, qui est vitré. Au fond, à gauche du spectateur, un escalier de bois conduit à la chambre de Mariette.|decor
Elle entre chez Madeleine dont la porte est entrouverte.|entrance
Elle regarde Madeleine par la porte entrouverte.|watch
Elle pleure.|cry
Elle aperçoit le bouquet.|watch
Examinant les rubans.|watch
Elle va regarder à la fenêtre.|watch
Haut.|loud
Elle se place devant la porte de Madeleine.|location
François va a la cheminée, jette son paquet à terre, enfonce son chapeau sur ses yeux, et s'assied dans l'âtre, la tête dans ses mains.|location
S'approchant de Mariette.|closer
Catherine s'avance vers François.|closer
Il regarde dans la chambre.|watch
À Mariette.|toward
Elles sortent par le fond.|exit
Pendant ce qui précède, Catherine a servi une table.|decor
Elle l'embrasse.|kiss
Elle fait asseoir François de force et se met a genoux en face de lui, les coudes appuyés sur la table.|sit
Elle se frotte la joue.|touch
La regardant.|watch
Il roule Madeleine dans sa chambre.|push
Il suit sa mère et François.|follow
À Jeannie, qui sort de chez sa mère.|toward
Elle sort.|exit
Il baise le portefeuille.|kiss
Il examine les papiers.|watch
Il regarde François à la dérobée.|watch
À part.|aparte
Il sort.|exit
Il ferme la crédence.|close
Même décoration qu'au premier acte ; seulement, la porte du fond est grande ouverte et l'on voit la campagne au printemps.|decor
À Jeannie.|toward
Catherine va à la fenêtre.|closer
Elle ferme la porte du fond.|close
Il montre la chambre de Madeleine.|show
Catherine sort.|exit
François va vers la fenêtre.|watch
À part.|aparte
À Jean Bonnin.|toward
Il sort.|exit
Haut.|loud
À part.|aparte
Haut.|loud
Haut.|loud
Ils se lèvent.|stand
À part.|aparte
Avec un rire forcé.|laugh
À part.|aparte
Il tire un papier de sa poche en ayant l'oeil sur tous les mouvements de Sévère.|get
Elle sort.|exit
Elle pleure.|cry
Elle se lève.|stand
Elle rajuste sa coiffe devant le miroir.|dress
Il sort par la chambre de Madeleine.|exit
Il s'assied.|sit
Se levant.|stand
Il se retire vers la cheminée.|away
Sévère et Jean entrent parle fond. Mariette descend de sa chambre.|entrance
Il prend le bras de sa tante sous le sien, bon gré, mal gré.|touch
Groupe autour de Madeleine.|closer
Catherine se lève.|stand
Elle rentre dans sa chambre.|entrance
Apercevant François.|watch
Il sort.|exit
À part.|aparte
Haut.|loud
Haut.|loud
Elles se lèvent toutes les deux.|stand
Il fait passer Mariette auprès de Madeleine.|location
Arbres et rochers sur une hauteur. - Chemin creux au fond.|decor
Il sort le cheval du brancard.|exit
Apercevant Brécourt.|watch
Elle veut s'enfuir.|away
Il lui montre une pièce de monnaie.|show
Montrant Pierrette.|show
Elle sort avec Brécourt.|exit
Molière va vers lui.|closer
Montrant Pierrette.|show
À Pierrette.|toward
Voyant Pierrette.|watch
Elle se sauve.|exit
Brécourt lève son bâton, que le cavalier pare avec un pistolet qu'il a tiré rapidement de sa ceinture.|fight
Haut.|loud
À ses camarades.|toward
Au cavalier.|toward
Montrant Brécourt.|show
À Brécourt.|toward
Il sort.|exit
Brécourt et Duparc commencent à enlever les accessoires.|get
Il va pour sortir et voit rentrer Pierrette.|exit
Elle lève la tête.|stand
Duparc élève son arquebuse comme pour viser.|threat
À Madeleine.|toward
Baissant la voix.|low
Au palais de Versailles. - Une salle d'attente servant de foyer aux acteurs. Toilettes, miroirs. Porte au fond. Une fenêtre donnant sur les jardins. Une porte de côté qui est celle du cabinet de toilette de Molière.|decor
Molière, en costume de Sganarelle, sort du cabinet avec Pierrette Laforêt, qui continue de l'habiller en marchant.|costume
À part.|aparte
Haut.|loud
Il s'arrange devant la glace de la cheminée.|dress
Quittant la croisée.|exit
Elle s'arrange la figure devant la glace.|dress
Il fond en larmes.|cry
À part.|aparte
Haut.|loud
Ils sortent.|exit
À Molière, qui veut le reconduire.|toward
Il sort.|exit
Il sort.|exit
Duparc sort.|exit
Elle sort.|exit
Elle sort.|exit
Haut.|loud
Haut.|loud
Il va se rasseoir.|sit
Montrant Molière.|show
À Madeleine.|toward
Madeleine, qui est restée la dernière avec Pierrette, chancelle au moment de sortir ; Pierrette la retient dans ses bras.|location
Voyant Baron.|watch
La porte s'ouvre doucement.|open
Il l'embrasse.|kiss
À Pierrette.|toward
À sa fille.|toward
Haut.|loud
Tous sortent, excepté Baron.|exit
Il regarde les papiers.|watch
Prenant une lettre ouverte.|get
Il lit.|read
Il déchire la lettre avec indignation.|tear
Haut.|loud
Au théâtre du Palais-Royal. Le foyer des acteurs.|location
Il sort.|exit
À Armande.|toward
Il sort avec Duparc.|exit
Ils s'en vont.|away
Un domestique vient lui dire que son carrosse est prêt.|aparte
Ils sortent.|exit
Elle s'en va.|exit
Aux autres.|toward
Ils sortent.|exit
Il montre Laforêt.|show
Duparc et Pierrette sortent.|exit
Il lui met son manchon.|dress
Elle sort par le côté.|exit
Il sort par le fond du théâtre.|exit
À part.|aparte
Il sort.|exit
Il lit des yeux.|read
Fermant la lettre dans sa main.|close
Armande sort.|exit
Haut.|loud
Avec exaltation.|enthousiasm
Haut.|loud
Il s'affaisse lentement sur un fauteuil.|sit
Tous s'agenouillent ; les ouvriers s'agenouillent aussi autour de lui.|kneel
Il sanglote.|cry
À part.|aparte
Il jette son rôle avec humeur sur la table.|throw
Aux actrices.|toward
À ses camarades.|toward
À ses camarades.|toward
Il se promène.|walk
Il s'assied.|sit
À Sophocle, Eschyle et Euripide.|toward
Damis, en habit à l'anglaise, avec une petite perruque blonde ; Finette, avec un petit chapeau à l'anglaise.|costume
Il sort.|exit
Il fait semblant de lire.|read
